ITEM,SETOR,NUP,EMPRESA,VALOR,COMPETENCIA,CONTRATO,VENCIMENTO_CONTRATO,NOTA_PATRIMONIAL,PARCELA,ITEM_DESPESA,FONTE,NATUREZA_DE_DESPESA,RECURSO,P_A,NUMERO_EMPENHO,IMPOSTO_DE_RENDA,IMPOSTO_ISS,INSS,DATA_PAGAMENTO,VALOR_LIQUIDO,N_DA_LIQUIDAO,Unnamed_30
735,NUTRIÇÃO,24001.036523/2025-17,ART MEDICA,38964.0,2025-05-01,OC,2025-06-09 00:00:00.000000000,730,809.0,1872,FAE,339030,Não Informado,,,,,,,,,
736,FARMACIA,24001.037292/2025-51,COMERCIAL CIRURGICA,4834.0,2025-05-01,OC,2025-06-09 00:00:00.000000000,714,807.0,1874,TESOURO,339030,Não Informado,,,,,,,,,
737,FARMACIA,24001.037139/2025-23,CONQUISTA,1640.0,2025-05-01,OC,2025-06-09 00:00:00.000000000,714,807.0,1874,TESOURO,339030,Não Informado,,,,,,,,,
738,FARMACIA,24001.035789/2025-34,EMMARKA,2592972.0,2025-05-01,OC,2025-06-09 00:00:00.000000000,730,811.0,1874,FAE,339030,PRODUÇÃO,85064,2025NE001076,,,,,,,
739,FARMACIA,24001.035809/2025-77,EMMARKA,2592972.0,2025-05-01,OC,2025-06-09 00:00:00.000000000,776,825.0,1874,FAE,339030,PORT 6.426,85034,2025NE001145,,,,,,,
740,FARMACIA,24001.037134/2025-09,EMMARKA,9680.0,2025-05-01,OC,2025-06-09 00:00:00.000000000,714,807.0,1874,TESOURO,339030,Não Informado,,,,,,,,,
741,FARMACIA, 24001.037466/2025-85,ONCOEXO,234723.0,2025-05-01,OC,2025-06-09 00:00:00.000000000,730,811.0,1874,FAE,339030,Produção,85936,2025NE001077,,,,,,,
742,FARMACIA,24001.037146/2025-25,UNIAO QUIMICA,290.0,2025-05-01,OC,2025-06-09 00:00:00.000000000,730,811.0,1874,FAE,339030,PRODUÇÃO,85933,2025NE001072,,,,,,,
743,CMMH,24001.036897/2025-24,MEDBRANDS,24909.0,2025-05-01,607/2024,2025-06-10 00:00:00.000000000,714,801.0,1895,TESOURO,339030,Não Informado,,,,,,,,,
744,CMMH, 24001.035360/2025-47,MEDICOR,2800.0,2025-05-01,OC,2025-06-12 00:00:00.000000000,714,801.0,1895,TESOURO,339030,Não Informado,,,,,,,,,
745,ALMOXARIFADO,24001.037230/2025-49,SUPERFIO,5872.0,2025-05-01,OC,2025-06-12 00:00:00.000000000,730,808.0,1895,FAE,339030,PORT 6.426,84922,2025NE001084,,,,,,,
746,CMMH,24001.035658/2025-57,BIOLINE,704616.0,2025-05-01,OC,2025-06-13 00:00:00.000000000,714,801.0,1895,TESOURO,339030,Não Informado,,,,,,,,,
747,CMMH,24001.035720/2025-19,POINT SUTURE,33984.0,2025-05-01,OC,2025-06-13 00:00:00.000000000,714,799.0,1895,TESOURO,339030,Não Informado,,,,,,,,,
748,APLV,24001.036129/2025-71,ART MEDICA,8763072.0,2025-05-01,OC,2025-06-16 00:00:00.000000000,TESOURO,,Não Informado,Não Informado,Não Informado,Não Informado,,2025NE000919,"R$ 10.515,69",XXX,XXX,2025-05-28 00:00:00,"R$ 865.791,51",2025NL001133,
749,NUTRIÇÃO,24001.035435/2025-90,ART MEDICA,165888.0,2025-05-01,OC,2025-06-16 00:00:00.000000000,758,822.0,1872,FAE,339030,Não Informado,,2025NE001134,"R$ 199,07",XXX,XXX,2025-06-12 00:00:00,"R$ 16.389,73",2025NL001324,
750,NUTRIÇÃO,24001.036545/2025-79,ART MEDICA,870912.0,2025-05-01,OC,2025-06-16 00:00:00.000000000,758,822.0,1872,FAE,339030,Não Informado,,,,,,,,,
751,NUTRIÇÃO,24001.036534/2025-99,ART MEDICA,11040.0,2025-05-01,OC,2025-06-16 00:00:00.000000000,758,822.0,1872,FAE,339030,Não Informado,,,,,,,,,
752,ALMOXARIFADO,24001.037755/2025-84,PROHOSPITAL,109185.0,2025-05-01,OC,2025-06-16 00:00:00.000000000,776,928.0,1895,FAE,339030,Não Informado,,,,,,,,,
753,TRANSPORTE,24001.024039/2025-37,TICKET,138991.0,2025-04-01,380/2021,2025-06-16 00:00:00.000000000,730,711.0,2229,FAE,339030,PORT-6.426,84346,2025NE001030,"R$ 31,93",XXX,XXX,2025-05-30 00:00:00,"R$ 13.867,17",2025NL001158,
754,FARMACIA,24001.035452/2025-27,FRESENIUS KABI,24120.0,2025-05-01,OC,2025-06-17 00:00:00.000000000,795,835.0,1874,TESOURO,339030,PRODUÇÃO,86775,,289.44,,,2025-07-10 00:00:00,23830.56,2025NL001598,
755,FARMACIA,24001.037458/2025-39,TS COMERCIAL,413179.0,2025-05-01,OC,2025-06-17 00:00:00.000000000,795,835.0,1874,TESOURO,339030,Não Informado,,,,,,,,,
756,FARMACIA,24001.037350/2025-46,EMMARKA,21081.0,2025-05-01,OC,2025-06-18 00:00:00.000000000,795,833.0,1874,TESOURO,339030,Não Informado,,,25.29,,,2025-07-10 00:00:00,2082.81,2025NL001621,
757,FARMACIA,24001.035769/2025-63,FARMACE,1946.0,2025-05-01,OC,2025-06-18 00:00:00.000000000,795,833.0,1874,TESOURO,339030,Não Informado,,,,,,,,,
758,FARMACIA,24001.037196/2025-11,IMPORTEC,38550.0,2025-05-01,541/2024,2025-06-18 00:00:00.000000000,TESOURO,,Não Informado,Não Informado,Não Informado,Não Informado,,2025NE000921,"R$ 462,60",XXX,XXX,2025-05-26 00:00:00,"R$ 38.087,40",2025NL001095,
759,FARMACIA, 24001.037192/2025-24,IMPORTEC,51500.0,2025-05-01,541/2024,2025-06-18 00:00:00.000000000,776,826.0,1894,FAE,339030,Não Informado,,,,,,,,,
760,ALMOXARIFADO,24001.037193/2025-79,J.V. MAXIMUS,170688.0,2025-05-01,OC,2025-06-18 00:00:00.000000000,730,812.0,1882,FAE,33930,PRODUÇÃO,85706,2025NE001075,,,,,,,
761,CMMH,24001.036798/2025-42,NORDESTE CORDIS,234000.0,2025-05-01,480/2024,2025-06-18 00:00:00.000000000,730,808.0,1895,FAE,339030,PORT 6.426,84760,2025NE001079,,,,,,,
762,ALMOXARIFADO,24001.037222/2025-01,PRISMA,879438.0,2025-05-01,OC,2025-06-18 00:00:00.000000000,730,810.0,1878,FAE,339030,Não Informado,,,,,,,,,
763,CMMH,24001.035222/2025-68,FORTAL DISTRIBUIDORA,53000.0,2025-05-01,OC,2025-06-19 00:00:00.000000000,714,801.0,1895,TESOURO,339030,Não Informado,,,,,,,,,
764,CMMH, 24001.035219/2025-44,FORTAL DISTRIBUIDORA,86500.0,2025-05-01,OC,2025-06-19 00:00:00.000000000,730,808.0,1895,FAE,339030,PORT 6.426,84762,2025NE001083,,,,,,,
765,ALMOXARIFADO, 24001.037243/2025-18,M C VITORIANO,300124.0,2025-05-01,OC,2025-06-19 00:00:00.000000000,730,808.0,1895,FAE,339030,PRODUÇÃO,85733,2025NE001085,,,,,,,
766,EXAMES,24001.037716/2025-87,COOPNEURO,12040.0,2025-04-01,510/2021,2025-06-22 00:00:00.000000000,730,721.0,2192,FAE,339039,PORT 6.426,84935,2025NE001122,,,,,,,
767,FARMACIA,24001.035745/2025-12,EMMARKA,314268.0,2025-05-01,OC,2025-06-24 00:00:00.000000000,776,832.0,1874,FAE,339039,PRODUÇÃO,RETEN(86616)86724,,,,,,,,
768,FARMACIA,24001.037483/2025-12,FRESENIUS,26706.0,2025-05-01,OC,2025-06-24 00:00:00.000000000,795,839.0,1874,TESOURO,339039,Não Informado,,,,,,,,,
769,FARMACIA,24001.035759/2025-28,NDS DISTRIBUIDORA,1520.0,2025-05-01,OC,2025-06-24 00:00:00.000000000,776,832.0,1874,FAE,339039,PRODUÇÃO,RETEN(86617)-86719,,,,,,,,
770,CMMH,24001.035451/2025-82,QUEBEC,6464.0,2025-05-01,OC,2025-06-24 00:00:00.000000000,714,801.0,1895,TESOURO,339030,Não Informado,,,,,,,,,
771,CMMH,24001.035445/2025-25,SYSMEDICA,30240.0,2025-04-01,OC,2025-06-24 00:00:00.000000000,714,801.0,1895,TESOURO,339030,Não Informado,,,,,,,,,
772,FARMACIA,24001.037163/2025-62,T S COMERCIAL,169725.0,2025-05-01,OC,2025-06-24 00:00:00.000000000,795,833.0,1874,TESOURO,339030,Não Informado,,,,,,,,,
773,FARMACIA,24001.038217/2025-15,TS COMERCIAL,16734.0,2025-05-01,OC,2025-06-24 00:00:00.000000000,795,833.0,1874,TESOURO,339030,Não Informado,,,,,,,,,
774,FARMACIA,24001.037251/2025-64,UNI HOSPITALAR,3620.0,2025-05-01,OC,2025-06-24 00:00:00.000000000,795,833.0,1874,TESOURO,339030,Não Informado,,,,,,,,,
775,MANUTENÇÃO,24001.036354/2025-15,SERV IMAGEM,811416.0,2025-04-01,468/2019,2025-06-26 00:00:00.000000000,730,704.0,2156,FAE,339039,PORT 6.426,84486,2025NE001019,,,,,,,
776,CMMH,24001.035564/2025-88,BIOTEC,4972.0,2025-05-01,OC,2025-06-27 00:00:00.000000000,714,801.0,1895,TESOURO,339030,Não Informado,,,,,,,,,
777,CMMH,24001.035496/2025-57,MADEFE,5460.0,2025-05-01,OC,2025-06-27 00:00:00.000000000,714,801.0,1895,TESOURO,339030,Não Informado,,,,,,,,,
778,CMMH,24001.035479/2025-10,NEKTAR,49000.0,2025-04-01,OC,2025-06-27 00:00:00.000000000,714,801.0,1895,TESOURO,339030,Não Informado,,,,,,,,,
779,CMMH,24001.035612/2025-38,POLYSUTURE,28656.0,2025-05-01,OC,2025-06-28 00:00:00.000000000,714,799.0,1895,TESOURO,339030,Não Informado,,,,,,,,,
780,ALMOXARIFADO,24001.039555/2025-66,MEDICAL LIFE,11264.0,2025-05-01,OC,2025-07-02 00:00:00.000000000,730,813.0,1895,FAE,339030,PORT. 6.426,88094,,,,,,,,
781,ALMOXARIFADO,24001.037248/2025-41,FG COMERCIO,11275.0,2025-05-01,OC,2025-08-29 00:00:00.000000000,730,814.0,1878,FAE,339030,PORT 6.426,84918,2025NE001092,,,,,,,
782,ALMOXARIFADO,24001.037180/2025-08,FG COMERCIO,132965.0,2025-05-01,OC,2025-08-29 00:00:00.000000000,776,829.0,1878,FAE,339030,Não Informado,,,,,,,,,
783,ALMOXARIFADO,24001.036120/2025-60,ART MEDICA,12248832.0,2025-05-01,OC,2025-09-18 00:00:00.000000000,EMPENHADO,,Não Informado,Não Informado,Não Informado,APLV,84060,2025NE000918,"R$ 14.698,60",XXX,XXX,2025-05-29 00:00:00,"R$ 1.210.184,60",2025NL001135,
784,ALMOXARIFADO, 24001.037291/2025-14,BRILHARES,780.0,2025-05-01,OC,2025-10-14 00:00:00.000000000,776,834.0,1882,FAE,339030,PRODUÇÃO,85734,2025NE001188,,,,,,,
785,ALMOXARIFADO, 24001.032977/2025-19,HOSP TRADE,5500.0,2025-05-01,OC,2025-12-06 00:00:00.000000000,776,828.0,1895,FAE,339030,PRODUÇÃO,85851,2025NE001172,,,,,,,
786,ALMOXARIFADO,24001.032907/2025-52,MCL COMERCIO,116560.0,2025-05-01,OC,2025-12-19 00:00:00.000000000,730,813.0,1895,FAE,339030,PRODUÇÃO,85068,2025NE001094,,,,,,,
787,ALMOXARIFADO,24001.036113/2025-68,ART MEDICA,1044000.0,2025-05-01,OC,2026-01-06 00:00:00.000000000,ARQUIVADO,,Não Informado,Não Informado,Não Informado,Não Informado,,,,,,,,,
788,APLV,24001.039888/2025-95,ART MEDICA,981600.0,2025-05-01,OC,2026-01-06 00:00:00.000000000,,,Não Informado,Não Informado,Não Informado,Não Informado,,2025NE000930,"R$ 11.779,20",XXX,XXX,2025-05-28 00:00:00,"R$ 969.820,80",2025NL001134,
789,ALMOXARIFADO,24001.037296/2025-39,NORCLEAN,89475.0,2025-05-01,OC,2026-02-04 00:00:00.000000000,692,793.0,1882, FAE ,339030,PORT 6.426,84924,2025NE000957,,,,,,,
790,ALMOXARIFADO,24001.037774/2025-19,AMPLA MASTER,37773.0,2025-05-01,OC,2026-03-17 00:00:00.000000000,692,793.0,1882,FAE,339030,Não Informado,,,,,,,,,
791,ALMOXARIFADO,24001.037777/2025-44,F C COMERCIO,8360.0,2025-05-01,OC,2026-03-17 00:00:00.000000000,692,793.0,1882,FAE,339030,PRODUÇÃO,86716,,,,,,,,
792,ALMOXARIFADO,24001.035281/2025-36,NORCLEAN,29016.0,2025-05-01,OC,2026-04-27 00:00:00.000000000,692,793.0,1882, FAE ,339030,PORT 6.426,84917,2025NE000958,,,,,,,
793,ALMOXARIFADO,24001.004509/2025-46,INSERT PRINT,12250.0,2025-05-01,DISPENSA,,776,829.0,1878,FAE,339030,PRODUÇÃO,88173,,,,,,,,
794,CMMH,24001.035792/2025-58,LOTUS MEDICAL,1077.0,2025-05-01,OC,2025-07-02 00:00:00.000000000,714,801.0,1895,TESOURO,339030,Não Informado,,,,,,,,,
795,CMMH, 24001.035755/2025-40,PRONTIDAO,4086.0,2025-05-01,OC,2025-07-02 00:00:00.000000000,714,799.0,1895,TESOURO,339030,Não Informado,,,,,,,,,
796,CMMH,24001.035827/2025-59,SAMTRONIC,14400.0,2025-05-01,884/2024,2025-07-05 00:00:00.000000000,714,801.0,1895,TESOURO,339030,Não Informado,,,,,,,,,
797,CMMH,24001.036912/2025-34,SYSMEDICA,4149.0,2025-05-01,683/2024,2025-07-05 00:00:00.000000000,714,801.0,1895,TESOURO,339030,Não Informado,,,,,,,,,
798,CMMH,24001.036942/2025-41,AGF,38559.0,2025-05-01,430/2024,2025-07-09 00:00:00.000000000,714,804.0,339030,TESOURO,339030,Não Informado,,,,,,,,,
799,CMMH,24001.035838/2025-39,NORDESTE,865164.0,2025-05-01,OC,2025-07-11 00:00:00.000000000,730,808.0,1895,FAE,339030,PORT 6.426,84761,2025NE001087,,,,,,,
800,CMMH, 24001.035853/2025-87,BBRAUN,10757249.0,2025-05-01,1023/2024,2025-07-28 00:00:00.000000000,714,805.0,1895,TESOURO,339030,Não Informado,,,,,,,,,
801,CMMH,24001.035873/2025-58,FOXPHARMA,600.0,2025-05-01,OC,2025-08-11 00:00:00.000000000,714,799.0,1895,TESOURO,339030,Não Informado,,,,,,,,,
802,CMMH,24001.035876/2025-91,MR HOSPITALAR,5945.0,2025-05-01,OC,2025-08-11 00:00:00.000000000,714,799.0,1895,TESOURO,339030,Não Informado,,,,,,,,,
803,CMMH,24001.035874/2025-01,PANORAMA,27459.0,2025-05-01,OC,2025-08-11 00:00:00.000000000,714,799.0,1895,TESOURO,339030,Não Informado,,,,,,,,,
804,CMMH,24001.035901/2025-37,HOSPMAIA,152.0,2025-05-01,OC,2025-08-12 00:00:00.000000000,714,801.0,1895,TESOURO,339030,Não Informado,,,,,,,,,
805,CMMH,24001.033394/2025-05,CEI COMERCIO,1200.0,2025-05-01,OC,2025-08-22 00:00:00.000000000,714,801.0,1895,TESOURO,339030,Não Informado,,,,,,,,,
806,CMMH,24001.039127/2025-33,CEI COMERCIO,1200.0,2025-05-01,OC,2025-08-22 00:00:00.000000000,714,801.0,1895,TESOURO,339030,Não Informado,,,,,,,,,
807,CMMH,24001.035886/2025-27,CIRURTECH COMERCIO,6895.0,2025-05-01,OC,2025-08-28 00:00:00.000000000,714,801.0,1895,TESOURO,339030,Não Informado,,,,,,,,,
808,CMMH,24001.036164/2025-90,COTAÇÃO COMERCIO,1358.0,2025-05-01,OC,2025-10-22 00:00:00.000000000,730,808.0,1895,FAE,339030,PRODUÇÃO,85698,2025NE001086,,,,,,,
809,CMMH,24001.039138/2025-13,CEI COMERCIO,78666.0,2025-05-01,OC,2025-10-27 00:00:00.000000000,730,808.0,1895,FAE,339030,PRODUÇÃO,85069,2025NE001081,,,,,,,
810,CMMH,24001.033376/2025-15,MEDIMAC COMERCIO,700.0,2025-05-01,OC,2025-10-27 00:00:00.000000000,714,801.0,1895,TESOURO,339030,Não Informado,,,,,,,,,
811,CMMH,24001.039113/2025-10,MEDIMAC COMERCIO,700.0,2025-05-01,OC,2025-10-27 00:00:00.000000000,758,818.0,1895,TESOURO,339030,Não Informado,,,,,,,,,
812,CMMH,24001.036146/2025-16,WILLIANA PAIVA,105000.0,2025-05-01,1462/2024,2025-10-30 00:00:00.000000000,730,808.0,1895,FAE,339030,port 6.426,84767,2025NE001080,,,,,,,
813,CMMH,24001.036170/2025-47,CENTRAL COMERCIO,792.0,2025-05-01,OC,2025-10-31 00:00:00.000000000,714,798.0,1895,TESOURO,339030,Não Informado,,,,,,,,,
814,CMMH,24001.035192/2025-90,SURGICALLMED,1360.0,2025-04-01,1454/2024,2025-11-02 00:00:00.000000000,TESOURO,,Não Informado,Não Informado,Não Informado,Não Informado,,,,,,,,,
815,CMMH,24001.036406/2025-45,MEDICAL LIFE,387896.0,2025-05-01,OC,2025-11-03 00:00:00.000000000,714,799.0,1895,TESOURO,339030,Não Informado,,,,,,,,,
816,CMMH, 24001.036420/2025-49,PROVIDA,60892.0,2025-05-01,OC,2025-11-03 00:00:00.000000000,714,801.0,1895,TESOURO,339030,Não Informado,,,,,,,,,
817,CMMH,24001.036506/2025-71,ADUNA COMERCIO,1300.0,2025-05-01,OC,2025-12-05 00:00:00.000000000,714,801.0,1895,TESOURO,339030,Não Informado,,,,,,,,,
818,CMMH,24001.037046/2025-07,GASTROVISION,986.0,2025-05-01,OC,2025-12-10 00:00:00.000000000,714,799.0,1895,TESOURO,339030,Não Informado,,,,,,,,,
819,CMMH,24001.036513/2025-73,SELLENE COMERCIO,408.0,2025-05-01,OC,2025-12-10 00:00:00.000000000,714,799.0,1895,TESOURO,339030,Não Informado,,,,,,,,,
820,CMMH,24001.036552/2025-71,MOGI,15408.0,2025-05-01,OC,2025-12-11 00:00:00.000000000,714,801.0,1895,TESOURO,339030,Não Informado,,,,,,,,,
821,CMMH, 24001.034843/2025-24,PANORAMA,51151.0,2025-05-01,OC,2025-12-11 00:00:00.000000000,714,799.0,1895,TESOURO,339030,Não Informado,,,,,,,,,
822,CMMH, 24001.036542/2025-35,POINT SUTURE,5088.0,2025-05-01,OC,2025-12-11 00:00:00.000000000,730,808.0,1895,FAE,339030,PORT 6.426,84961,2025NE001078,,,,,,,
823,CMMH,24001.037542/2025-52,ENFERMED,6450.0,2025-05-01,1674/2024,2025-12-16 00:00:00.000000000,714,798.0,1895,TESOURO,339030,Não Informado,,,,,,,,,
824,CMMH,24001.037540/2025-63,ENFERMED,1273513.0,2025-05-01,1631/2024,2025-12-16 00:00:00.000000000,714,805.0,1895,TESOURO,339030,Não Informado,,,,,,,,,
825,CMMH,24001.036660/2025-43,DESTIMED,31824.0,2025-05-01,OC,2025-12-18 00:00:00.000000000,714,801.0,1895,TESOURO,339030,Não Informado,,,,,,,,,
826,CMMH,24001.036648/2025-39,FORTAL DISTRIBUIDORA,662.0,2025-05-01,OC,2025-12-18 00:00:00.000000000,714,798.0,1895,TESOURO,339030,Não Informado,,2025NE000973,"R$ 7,94",XXX,XXX,2025-05-30 00:00:00,"R$ 654,06",2025NL001169,
827,CMMH,24001.038252/2025-26,COMERCIAL VALFARMA,6811.0,2025-05-01,OC,2025-12-22 00:00:00.000000000,714,798.0,1895,TESOURO,339030,Não Informado,,,,,,,,,
828,CMMH,24001.036681/2025-69,PROHOSPITAL,255792.0,2025-05-01,OC,2025-12-29 00:00:00.000000000,714,798.0,1895,TESOURO,339030,Não Informado,,,,,,,,,
829,CMMH, 24001.036686/2025-91,ENFERMED,6486.0,2025-05-01,OC,2026-01-13 00:00:00.000000000,714,801.0,1895,TESOURO,339030,Não Informado,,,,,,,,,
830,CMMH,24001.036691/2025-02,MR HOSPITALAR,4450.0,2025-05-01,OC,2026-01-15 00:00:00.000000000,730,808.0,1895,FAE,339030,PRODUÇÃO,85693,2025NE001082,,,,,,,
831,CMMH,24001.036725/2025-51,SYSMEDICA,1287.0,2025-05-01,OC,2026-01-15 00:00:00.000000000,714,801.0,1895,TESOURO,339030,Não Informado,,,,,,,,,
832,CMMH,24001.039317/2025-51,ART MEDICA,107765.0,2025-05-01,OC,2026-02-16 00:00:00.000000000,714,795.0,1895,TESOURO,339030,Não Informado,,2025NE000968,"R$ 77,59",XXX,XXX,2025-05-30 00:00:00,"R$ 6.388,31",2025NL001170,
833,CMMH,24001.036870/2025-31,COTAÇÃO COM REPRESENTAÇÃO,79905.0,2025-05-01,OC,2026-03-09 00:00:00.000000000,714,801.0,1895,TESOURO,339030,Não Informado,,,,,,,,,
834,CMMH,24001.036856/2025-38,BRASILMED,7945.0,2025-05-01,OC,2026-03-11 00:00:00.000000000,714,801.0,1895,TESOURO,339030,Não Informado,,,,,,,,,
835,CMMH,24001.039871/2025-38,EQUIPOS MEDICOS,431325.0,2025-05-01,OC,2026-04-09 00:00:00.000000000,758,818.0,1895,TESOURO,339030,Não Informado,,,,,,,,,
836,CMMH, 24001.039960/2025-84,EVVE HEALTH,143341.0,2025-05-01,OC,2026-05-08 00:00:00.000000000,758,818.0,1895,TESOURO,339030,Não Informado,,,,,,,,,
837,CMMH,24001.040590/2025-28,PROMED,31680.0,2025-05-01,420/2025,2026-05-10 00:00:00.000000000,758,818.0,1895,TESOURO,339030,Não Informado,,,,,,,,,
838,EXAMES,24001.038339/2025-01,SOMED,3168235.0,2025-04-01,700/2020,2025-08-06 00:00:00.000000000,776,776.0,2192,SUS,339039,PRODUÇÃO,85317,2025NE001248,,,,,,,
839,EXAMES,24001.038291/2025-23,CARDIOEXATA,71303.0,2025-04-01,1290/2024,2025-10-01 00:00:00.000000000,730,703.0,2192,FAE,339039,PORT-6.426,84417,2025NE001044,,,,,,,
840,EXAMES,24001.037909/2025-38,COOPNEURO,13950.0,2025-04-01,1235/2024,2025-09-17 00:00:00.000000000,730,721.0,2192,FAE,339039,PORT 6.426,84820,2025NE001124,"R$ 209,25",XXX,XXX,2025-06-09 00:00:00,"R$ 13.740,75",2025NL001254,
841,EXAMES,24001.040897/2025-29,COAPH,79397.0,2025-04-01,1287/2023,2025-12-19 00:00:00.000000000,776,730.0,2211,FAE,339039,PRODUÇÃO,85291,2025NE001209,,,,,,,
22,EXAMES, 24001.041069/2025-16,OMNIMAGEM,22300.0,2025-04-01,1298/2023,2025-12-19 00:00:00.000000000,776,776.0,2192,SUS,339039,PRODUÇÃO,85299,2025NE001251,,,,,,,
23,EXAMES,24001.034476/2025-69,SONIA MARIA,4396.0,2025-04-01,239/2022,2026-05-02 00:00:00.000000000,975,770.0,2192,FAE,339039,PRODUÇÃO,88135,,,,,,,,
24,FARMACIA, 24001.037822/2025-61,BIOLAB,28700.0,2025-05-01,OC,2025-09-02 00:00:00.000000000,776,832.0,1874,FAE,339039,PRODUÇÃO,85930,2025NE001176,,,,,,,
25,FARMACIA,24001.036195/2025-41,BAXTER,91488.0,2025-05-01,1218/2024,2025-09-19 00:00:00.000000000,tesouro,668.0,1874,TESOURO,339030,Não Informado,,,,,,,,,
26,FARMACIA,24001.031337/2025-83,DNE,91325.0,2025-04-01,1307/2024,2025-10-08 00:00:00.000000000,666,791.0,1894,FAE,339030,PRODUÇÃO,83816,2025NE000935,"R$ 1.095,90",XXX,XXX,2025-05-23 00:00:00,"R$ 90.229,10",2025NL001090,
27,FARMACIA,24001.038371/2025-89,DNE,99640.0,2025-05-01,1307/2024,2025-10-08 00:00:00.000000000,666,791.0,1894,FAE,339030,PRODUÇÃO,83789,2025NE000933,"R$ 1.195,68",XXX,XXX,2025-05-23 00:00:00,"R$ 98.444,32",2025NL001089,
28,FARMACIA,24001.037643/2025-23,ONCOEXO,33924.0,2025-05-01,OC,2025-10-21 00:00:00.000000000,776,832.0,1874,FAE,339039,PRODUÇÃO,86699,,,,,,,,
29,FARMACIA,24001.035735/2025-79,PANORAMA,97.0,2025-05-01,OC,2025-10-21 00:00:00.000000000,,,Não Informado,Não Informado,Não Informado,PRODUÇÃO,85700,2025NE001171,,,,,,,
30,FARMACIA,24001.036249/2025-78,FARMACIA IRMAOS,700.0,2025-05-01,OC,2025-10-27 00:00:00.000000000,776,1874.0,1874,FAE,339039,Não Informado,,,,,,,,,
31,FARMACIA,24001.037190/2025-35,IMPORTEC,85090.0,2025-05-01,390/2025,2025-10-29 00:00:00.000000000,,,Não Informado,Não Informado,Não Informado,Não Informado,,,,,,,,,
32,FARMACIA,24001.037712/2025-07,ELFA MEDICAMENTOS,3650.0,2025-05-01,OC,2025-10-31 00:00:00.000000000,795,835.0,1874,TESOURO,339030,Não Informado,,,,,,,,,
33,FARMACIA,24001.038001/2025-41,DIAGLAB,43680.0,2025-05-01,1470/2024,2025-11-04 00:00:00.000000000,666,791.0,1894,FAE,339030,PORT 6.426,84574,2025NE000936,,,,,,,
34,FARMACIA,24001.035464/2025-51,TS COMERCIAL,21578.0,2025-05-01,OC,2025-11-07 00:00:00.000000000,795,840.0,1874,TESOURO,339030,Não Informado,,,,,,,,,
35,FARMACIA,24001.036242/2025-56,FARMACIA DE MANIPULAÇÃO IDEAL,2424.0,2025-05-01,OC,2025-11-13 00:00:00.000000000,776,739.0,2149,FAE,339039,PRODUÇÃO,85932,2025NE001241,,,,,,,
36,FARMACIA,24001.037191/2025-80,IMPORTEC,97300.0,2025-05-01,OC,2025-12-03 00:00:00.000000000,776,826.0,1894,FAE,339030,Não Informado,,,,,,,,,
37,FARMACIA,24001.035434/2025-45,SANTA BRANCA,3135.0,2025-05-01,OC,2025-12-03 00:00:00.000000000,776,837.0,1874,FAE,339030,PRODUÇÃO,85711,2025NE001192,,,,,,,
38,FARMACIA,24001.038002/2025-96,DIAGLAB,213625.0,2025-05-01,1715/2024,2025-12-17 00:00:00.000000000,666,791.0,1894,FAE,339030,PORT 6.426,84576,2025NE000937,,,,,,,
39,FARMACIA,24001.037187/2025-11,IMPORTEC,43950.0,2025-05-01,1793/2024,2026-01-08 00:00:00.000000000,776,826.0,1894,FAE,339030,Não Informado,,,,,,,,,
40,FARMACIA,24001.035501/2025-21,MULTIFARMA,14300.0,2025-05-01,OC,2026-02-27 00:00:00.000000000,776,837.0,1874,FAE,339030,RODUÇÃOP,87256,,,,,,,,
41,FARMACIA,24001.037638/2025-11,COMERCIAL VALFARMA,811.0,2025-05-01,OC,2026-03-09 00:00:00.000000000,776,837.0,1874,FAE,339030,PRODUÇÃO,85928,2025NE001196,,,,,,,
42,FARMACIA, 24001.037270/2025-91,EMMARKA,65116.0,2025-05-01,OC,2026-03-09 00:00:00.000000000,776,837.0,1874,FAE,339030,Não Informado,,,,,,,,,
43,FARMACIA,24001.037289/2025-37,EMMARKA,231225.0,2025-05-01,OC,2026-04-01 00:00:00.000000000,776,837.0,1874,FAE,339030,PRODUÇÃO,85695,2025NE001200,,,,,,,
44,FARMACIA,24001.035725/2025-33,EMMARKA,102702.0,2025-05-01,OC,2026-04-02 00:00:00.000000000,776,837.0,1874,FAE,339030,Não Informado,,,,,,,,,
45,FARMACIA, 24001.037317/2025-16,JB FARMA,114594.0,2025-05-01,OC,2026-04-02 00:00:00.000000000,776,836.0,1874,FAE,339030,PRODUÇÃO,PA RETEN(86619)86723,,,,,,,,
46,FARMACIA,24001.035633/2025-53,PRATI,546.0,2025-05-01,OC,2026-04-02 00:00:00.000000000,795,833.0,1874,TESOURO,339030,Não Informado,,,,,,,,,
47,FARMACIA,24001.035650/2025-91,UNI HOSPITALAR,1296.0,2025-05-01,OC,2026-04-02 00:00:00.000000000,776,836.0,1874,FAE,339030,PRODUÇAÕ,86703,,,,,,,,
48,FARMACIA,24001.037612/2025-72,EMMARKA,1915.0,2025-05-01,OC,2026-04-07 00:00:00.000000000,776,836.0,1874,FAE,339030,PRODUÇÃO,85703,2025NE001204,,,,,,,
